id,level,segment_1,segment_2,segment_3,segment_4,segment_5,segment_6,segment_7,segment_8,accepted_orders,speech_1,speech_2,speech_3,speech_4,speech_5,speech_6,speech_7,speech_8,speech_instruction_1,speech_instruction_2,speech_instruction_3,speech_instruction_4,speech_instruction_5,speech_instruction_6,speech_instruction_7,speech_instruction_8,notes,active,full_speech,full_speech_instruction,accepted_order_sentences
sv_a2_008,A2,kan,ni,skicka,kvittot,på mejlen?,,,,1-2-3-4-5,,,,,,,,,,,,,,,,,grammatik: Fråga med modalverb och objekt; tema: ärenden och digitalt liv; huvudverb: skicka; CEFR: Naturlig servicefras med konkret objekt och digital kanal.,TRUE
sv_a2_009,A2,hon,har tappat,sina nycklar.,,,,,,1-2-3,,,,,,,,,,,,,,,,,grammatik: Perfekt och possessivt pronomen; tema: hem och vardagsproblem; huvudverb: tappa; CEFR: Enkel erfarenhet eller aktuellt problem i perfekt.,TRUE
sv_a2_010,A2,vi,ska äta,lunch,tillsammans.,,,,,1-2-3-4,,,,,,,,,,,,,,,,,grammatik: Ska-futurum och sättsadverb; tema: mat och social kontakt; huvudverb: äta; CEFR: Vanlig vardagsplan med enkel framtidsbetydelse.,TRUE
sv_a2_011,A2,jag,tar med,paraplyet,idag.,,,,,1-2-3-4,,,,,,,,,,,,,,,,,"grammatik: Partikelverb, objekt och tid; tema: väder; huvudverb: ta med; CEFR: Praktisk plan med vanligt partikelverb.",TRUE
sv_a2_012,A2,bussen,går,var tionde minut.,,,,,,1-2-3,,,,,,,,,,,,,,,,,"grammatik: Subjekt, verb och frekvensuttryck; tema: kollektivtrafik; huvudverb: gå; CEFR: Vardaglig information med enkel frekvensangivelse.",TRUE
sv_a2_013,A2,du,måste,fylla i,blanketten.,,,,,1-2-3-4,,,,,,,,,,,,,,,,,grammatik: Modalverb och partikelverb; tema: ärenden; huvudverb: fylla i; CEFR: Praktisk myndighets- eller servicefras med vanligt verbuttryck.,TRUE
sv_a2_014,A2,jag,letar efter,en billig,jacka.,,,,,1-2-3-4,,Leetar efter,,,,,,,,"Pronounce letar efter with a long Swedish e in letar, not as lätar.",,,,,,,"grammatik: Verbfras, obestämd nominalfras och adjektiv; tema: kläder och shopping; huvudverb: leta efter; CEFR: Vardagligt köpbehov med enkel beskrivning.",TRUE,,,
sv_a2_015,A2,vi,ställer in,mötet,på fredag.,,,,,1-2-3-4,,,,,,,,,,,,,,,,,"grammatik: Partikelverb, objekt och tid; tema: arbete; huvudverb: ställa in; CEFR: Vanlig planeringsfras med enkel tidsangivelse.",TRUE,Vi ställer in mötet på fredag.,"Pronounce ställer in as the Swedish verb phrase ställer in, with a clear r in ställer before in. Do not pronounce it as stället in."
sv_a2_016,A2,hon,plockar upp,barnen,klockan fyra.,,,,,1-2-3-4,,,,,,,,,,,,,,,,,"grammatik: Partikelverb, objekt och klockslag; tema: familj och rutiner; huvudverb: plocka upp; CEFR: Vardaglig rutin med tid och konkret objekt.",TRUE
sv_a2_017,A2,jag,har,ont,i,ryggen.,,,,1-2-3-4-5|4-5-2-1-3,,,,,,,,,,,,,,,,,grammatik: Ha-uttryck och kroppsdel; tema: hälsa; huvudverb: ha; CEFR: Mycket vanlig hälsouppgift med enkel prepositionsfras.,TRUE
sv_a2_018,A2,ska,du,följa med,ikväll?,,,,,1-2-3-4,,,,,,,,,,,,,,,,,grammatik: Ska-fråga och partikelverb; tema: fritid och social kontakt; huvudverb: följa med; CEFR: Naturlig inbjudan med enkel framtidsbetydelse.,TRUE
sv_a2_019,A2,de,brukar handla,på,nätet.,,,,,1-2-3-4,dom,,,,,,,,Pronounce the Swedish pronoun de as dom in this isolated segment.,,,,,,,,grammatik: Frekvensuttryck och platskanal; tema: digitalt liv och shopping; huvudverb: handla; CEFR: Vardaglig vana med enkel digital kontext.,TRUE
sv_a2_020,A2,jag,har skickat,bilden,till,farmor.,,,,1-2-3-4-5,,,,,,,,,,,,,,,,,"grammatik: Perfekt, objekt och mottagare; tema: digitalt liv och familj; huvudverb: skicka; CEFR: Enkel erfarenhet med mottagare och konkret objekt.",TRUE
sv_a2_021,A2,ni,kan vänta,här,en stund.,,,,,1-2-3-4,,,,,,,,,,,,,,,,,"grammatik: Modalverb, plats och tidsuttryck; tema: service och väntan; huvudverb: vänta; CEFR: Vanlig servicefras med kort tidsuttryck.",TRUE
sv_a2_022,A2,vi,behöver köpa,nytt kaffe.,,,,,,1-2-3,,,,,,,,,,,,,,,,,grammatik: Behöver plus infinitiv och adjektiv; tema: hem och mat; huvudverb: köpa; CEFR: Enkel plan eller behovsfras med vardagligt objekt.,TRUE
sv_a2_023,A2,hon,vill byta,plats,på,bussen.,,,,1-2-3-4-5,,,,,,,,,,,,,,,,,grammatik: Vill plus infinitiv och platsfras; tema: kollektivtrafik; huvudverb: byta; CEFR: Praktisk vardagssituation med enkel verbkedja.,TRUE
sv_a2_024,A2,jag,glömmer,ofta,min laddare.,,,,,1-2-3-4,,,,,,,,,,,,,,,,,grammatik: Frekvensadverbial och possessiv; tema: digitalt liv; huvudverb: glömma; CEFR: Vardaglig vana med frekvens och vanligt föremål.,TRUE
sv_a2_025,A2,det,blåser,mycket,vid,havet.,,,,1-2-3-4-5|4-5-2-1-3,,,,,,,,,,,,,,,,,"grammatik: Formellt subjekt, gradadverb och plats; tema: väder; huvudverb: blåsa; CEFR: Enkel väderbeskrivning med platsdetalj.",TRUE
sv_a2_026,A2,kan,jag,prova,den här?,,,,,1-2-3-4,,,,,,,,,,,,,,,,,grammatik: Fråga med modalverb och demonstrativt pronomen; tema: kläder och shopping; huvudverb: prova; CEFR: Mycket vanlig butiksfras med enkel struktur.,TRUE
sv_a2_027,A2,jag,betalar,räkningen,i mobilen.,,,,,1-2-3-4|4-2-1-3|3-2-1-4,,,,,,,,,,,,,,,,,"grammatik: Subjekt, verb, objekt och platskanal; tema: ekonomi och digitalt liv; huvudverb: betala; CEFR: Praktisk vardagsmening med digital ekonomi.",TRUE
sv_a2_028,A2,han,visar,legitimation,i receptionen.,,,,,1-2-3-4|4-2-1-3|3-2-1-4,,,,,,,,,,,,,,,,,"grammatik: Subjekt, verb, objekt och plats; tema: ärenden; huvudverb: visa; CEFR: Vanlig servicesituation med konkret men något mer specifikt ord.",TRUE
sv_a2_029,A2,vi,behöver vila,före resan.,,,,,,1-2-3,,,,,,,,,,,,,,,,,grammatik: Behöver plus infinitiv och tidsfras; tema: hälsa och resor; huvudverb: vila; CEFR: Enkel planering kopplad till resa och välmående.,TRUE
sv_a2_030,A2,hon,pratar,med,grannen,varje,morgon.,,,1-2-3-4-5-6|5-6-2-1-3-4,,,,,,,,,,,,,,,,,"grammatik: Verb, preposition och frekvensfras; tema: grannar och rutiner; huvudverb: prata; CEFR: Vardaglig vana med person och återkommande tid.",TRUE
sv_a2_031,A2,jag,hämtar,cykeln,efter jobbet.,,,,,1-2-3-4|4-2-1-3|3-2-1-4,,,,,,,,,,,,,,,,,"grammatik: Subjekt, verb, objekt och tidsfras; tema: transport och arbete; huvudverb: hämta; CEFR: Enkel vardagsplan med konkret objekt och tid.",TRUE
sv_a2_032,A2,de,städar,köket,på söndagar.,,,,,1-2-3-4|4-2-1-3|3-2-1-4,dom,,,,,,,,Pronounce the Swedish pronoun de as dom in this isolated segment.,,,,,,,,"grammatik: Presens, objekt och frekvens; tema: hem och rutiner; huvudverb: städa; CEFR: Vardaglig rutin med återkommande tidsangivelse.",TRUE
sv_a2_033,A2,du,får,låna,min dator.,,,,,1-2-3-4,,,,,,,,,,,,,,,,,"grammatik: Modalverb, infinitiv och possessiv; tema: digitalt liv och hjälp; huvudverb: låna; CEFR: Enkel social situation med tillåtelse.",TRUE
sv_a2_034,A2,vi,ska flytta,i september.,,,,,,1-2-3,,,,,,,,,,,,,,,,,grammatik: Ska-futurum och tidsfras; tema: boende; huvudverb: flytta; CEFR: Tydlig framtidsplan med enkel tidsangivelse.,TRUE
sv_a2_035,A2,jag,har glömt,koden,till,porten.,,,,1-2-3-4-5,,,,,,,,,,,,,,,,,"grammatik: Perfekt, objekt och till-fras; tema: boende; huvudverb: glömma; CEFR: Vanligt vardagsproblem med perfekt och konkret objekt.",TRUE
sv_a2_036,A2,hon,lägger undan,pengar,varje månad.,,,,,1-2-3-4,,,,,,,,,,,,,,,,,grammatik: Partikelverb och frekvensfras; tema: ekonomi; huvudverb: lägga undan; CEFR: Vardaglig ekonomimening med återkommande tid.,TRUE
sv_a2_037,A2,vi,sorterar,soporna,på,gården.,,,,1-2-3-4-5|4-5-2-1-3|3-2-1-4-5,,,,,,,,,,,,,,,,,"grammatik: Subjekt, verb, objekt och plats; tema: miljö och boende; huvudverb: sortera; CEFR: Konkret miljöhandling i vardaglig boendemiljö.",TRUE
sv_a2_038,A2,jag,jämför,priser,före köpet.,,,,,1-2-3-4|4-2-1-3|3-2-1-4,,,,,,,,,,,,,,,,,"grammatik: Subjekt, verb, objekt och tidsfras; tema: ekonomi och shopping; huvudverb: jämföra; CEFR: Praktisk köpstrategi med lätt abstrakt substantiv.",TRUE
sv_a2_039,A2,kan,du,ta,en bild?,,,,,1-2-3-4,,,,,,,,,,,,,,,,,grammatik: Fråga med modalverb och objekt; tema: digitalt liv; huvudverb: ta; CEFR: Vanlig kommunikativ fras med konkret handling.,TRUE
sv_a2_040,A2,vi,checkar in,på hotellet.,,,,,,1-2-3,,,,,,,,,,,,,,,,,grammatik: Partikelverb och platsfras; tema: resor; huvudverb: checka in; CEFR: Praktisk resefras med vanligt modernt verbuttryck.,TRUE
sv_a2_041,A2,hon,beställer,kaffe,utan,mjölk.,,,,1-2-3-4-5|4-5-2-1-3|3-2-1-4-5,,,,,,,,,,,,,,,,,"grammatik: Subjekt, verb, objekt och utan-fras; tema: mat och service; huvudverb: beställa; CEFR: Naturlig caféfras med enkel specificering.",TRUE
sv_a2_042,A2,de,går av,vid,nästa hållplats.,,,,,1-2-3-4,dom,,,,,,,,Pronounce the Swedish pronoun de as dom in this isolated segment.,,,,,,,,grammatik: Partikelverb och platsfras; tema: kollektivtrafik; huvudverb: gå av; CEFR: Praktisk transportfras med vanligt partikelverb.,TRUE
sv_a2_043,A2,jag,väntar gärna,utanför huset.,,,,,,1-2-3,,,,,,,,,,,,,,,,,grammatik: Sättsadverb och platsfras; tema: social kontakt; huvudverb: vänta; CEFR: Vardaglig överenskommelse med artigt adverb.,TRUE
sv_a2_044,A2,du,kan,svara,senare.,,,,,1-2-3-4|2-1-3-4,,,,,,,,,,,,,,,,,grammatik: Modalverb och tidsadverb; tema: kommunikation; huvudverb: svara; CEFR: Kort kommunikativ fras med enkel tidsmarkering.,TRUE,,,Du kan svara senare.|Kan du svara senare?
sv_a2_045,A2,vi,planerar,en enkel middag.,,,,,,1-2-3|3-2-1,,,,,,,,,,,,,,,,,"grammatik: Subjekt, verb och adjektivfras; tema: mat och socialt liv; huvudverb: planera; CEFR: Enkel planeringsmening med beskrivande nominalfras.",TRUE
sv_a2_046,A2,hon,behöver,lugn och ro.,,,,,,1-2-3|3-2-1,,,,,,,,,,,,,,,,,grammatik: Verb och samordnat objekt; tema: hälsa och känsla; huvudverb: behöva; CEFR: Naturlig vardagsfras om behov och välmående.,TRUE
sv_a2_047,A2,jag,saknar,mina vänner.,,,,,,1-2-3,,,,,,,,,,,,,,,,,"grammatik: Subjekt, verb och possessivt pronomen; tema: relationer; huvudverb: sakna; CEFR: Enkel känslofras med vanligt vardagsordförråd.",TRUE
sv_a2_048,A2,man,måste visa,biljetten,ombord.,,,,,1-2-3-4,,,,,,,,,,,,,,,,,grammatik: Generiskt man och modalverb; tema: resor; huvudverb: visa; CEFR: Praktisk regel- eller resefras med tydligt objekt.,TRUE
sv_a2_049,A2,ni,kan boka,tiden,online.,,,,,1-2-3-4,,,,,,,,,,,,,,,,,"grammatik: Modalverb, objekt och digitalt adverb; tema: digitalt liv och ärenden; huvudverb: boka; CEFR: Vanlig bokningsfras med modern vardagskontext.",TRUE
sv_a2_050,A2,vi,tar,tåget,hem,i,kväll.,,,1-2-3-4-5-6|5-6-2-1-3-4|3-4-2-1-5-6,,,,,,,,,,,,,,,,,"grammatik: Subjekt, verb, objekt och tid; tema: resor; huvudverb: ta; CEFR: Enkel plan med riktning och tidsangivelse.",TRUE
sv_b1_001,B1,jag,bytte,bank,eftersom,avgiften,var,för hög.,,1-2-3-4-5-6-7|4-5-6-7-2-1-3,,,,,,,,,,,,,,,,,grammatik: Huvudsats med orsaksbisats; tema: ekonomi; huvudverb: byta; CEFR: Uttrycker orsak och vardagligt beslut med något mer abstrakt ord.,TRUE
